,#,Model,GR#,GROUP_NAME,GDT_TS,NP_P,RANK,Z-M1-GDT,Z-MA-GDT,GDT_HA,GDC_SC,GDC_ALL,RMS_CA,RMS_ALL,NP,err,AL0_P,AL4_P,ALI_P,LGA_S,RMSD[L],Z-score[M],Z-Score[D],Al.Res.,RMSD[D],MolPrb_Score,LDDT,SphGr,CAD_AA,RPF,CODM,DFM,Handed.,SOV,CE,QCS,CONTS,TMscore,Dali(raw),FlexE,QSE,CAD_SS,MP_clash,MP_rotout,MP_ramout,MP_ramfv,reLLG_lddt,reLLG_const,Target
39,40,T1162TS245_1,245s,FoldEver,95.83,100.0,40,0.37,0.36,86.16,71.98,83.02,1.045,1.416,168,1,98.21,99.4,100.0,98.7,0.72,10.21,29.2,168,0.8,1.04,0.89,96.73,0.83,0.9,0.99,0.04,0.97,95.6,6.7,98.25,94.24,0.97,2082.4,7.69,92.45,0.73,0.35,0.0,0.52,93.81,28.17,26.2,T1162
40,41,T1162TS466_1,466s,Shennong,95.83,100.0,40,0.37,0.36,86.31,70.95,83.39,1.051,1.417,168,1,98.21,99.4,100.0,98.7,0.72,10.21,29.3,168,0.8,1.08,0.9,97.32,0.83,0.9,0.99,0.04,0.97,95.6,6.7,98.38,94.73,0.97,2090.5,8.03,92.39,0.75,0.69,0.0,0.52,94.85,23.24,22.13,T1162
41,42,T1162TS385_1,385,FoldEver-Hybrid,95.83,100.0,40,0.37,0.36,86.16,71.98,83.02,1.045,1.416,168,1,98.21,99.4,100.0,98.7,0.72,10.21,29.2,168,0.8,1.04,0.89,96.73,0.83,0.9,0.99,0.04,0.97,95.6,6.7,98.25,94.24,0.97,2082.4,7.69,92.45,0.73,0.35,0.0,0.52,93.81,28.17,26.2,T1162
42,43,T1162TS125_1,125s,UltraFold_Server,95.69,100.0,43,0.36,0.35,87.2,69.12,82.81,1.139,1.453,168,1,97.62,99.4,100.0,98.522,0.8,10.21,29.6,168,0.9,1.11,0.9,97.62,0.84,0.9,0.99,0.04,0.97,95.2,6.7,98.61,95.87,0.97,2107.7,8.27,92.34,0.75,0.69,0.63,0.0,94.33,40.09,37.91,T1162
43,44,T1162TS166_1,166s,RaptorX,95.69,100.0,43,0.36,0.35,87.2,69.7,83.22,1.126,1.428,168,1,97.62,99.4,100.0,98.569,0.79,10.13,29.5,168,0.9,1.08,0.9,97.32,0.85,0.9,0.99,0.05,0.97,95.2,6.7,98.6,95.78,0.97,2105.1,8.14,92.43,0.75,0.69,0.0,2.06,94.85,40.29,37.55,T1162
44,45,T1162TS399_1,399,BeijingAIProtein,95.69,100.0,43,0.36,0.35,87.2,69.12,82.81,1.139,1.453,168,1,97.62,99.4,100.0,98.522,0.8,10.21,29.6,168,0.9,1.11,0.9,97.62,0.84,0.9,0.99,0.04,0.97,95.2,6.7,98.61,95.87,0.97,2107.7,8.27,92.34,0.75,0.69,0.63,0.0,94.33,40.09,37.91,T1162
45,46,T1162TS054_1,054,UltraFold,95.69,100.0,43,0.36,0.35,87.2,69.12,82.81,1.139,1.453,168,1,97.62,99.4,100.0,98.522,0.8,10.21,29.6,168,0.9,1.11,0.9,97.62,0.84,0.9,0.99,0.04,0.97,95.2,6.7,98.61,95.87,0.97,2107.7,8.27,92.34,0.75,0.69,0.63,0.0,94.33,40.09,37.91,T1162
46,47,T1162TS185_1,185,BAKER,95.69,100.0,43,0.36,0.35,83.48,68.37,80.85,1.129,1.498,168,1,97.62,99.4,100.0,98.52,0.79,10.21,28.9,168,0.9,0.63,0.89,96.73,0.83,0.89,0.99,0.05,0.97,95.6,6.58,98.34,94.54,0.97,2064.9,8.16,91.72,0.73,0.35,0.0,0.0,98.45,24.23,23.17,T1162
47,48,T1162TS360_1,360,MUFold_H,95.69,100.0,43,0.36,0.35,85.86,70.05,82.67,1.072,1.448,168,1,97.62,99.4,100.0,98.655,0.74,10.21,29.2,168,0.8,1.14,0.89,97.32,0.83,0.89,0.99,0.04,0.97,95.6,6.7,98.28,94.32,0.97,2082.8,7.88,92.29,0.73,0.35,0.0,1.55,91.24,29.61,28.67,T1162
48,49,T1162TS477_1,477,DMP,95.54,100.0,49,0.35,0.34,83.78,68.39,80.96,1.088,1.477,168,1,97.62,99.4,100.0,98.611,0.76,10.21,29.1,168,0.8,1.08,0.89,96.73,0.82,0.89,0.99,0.05,0.97,95.6,6.58,98.3,94.42,0.97,2075.9,8.0,91.55,0.72,0.35,0.0,3.09,92.78,24.17,23.13,T1162
49,50,T1162TS439_1,439,Yang,95.54,100.0,49,0.35,0.34,86.45,68.98,81.99,1.143,1.451,168,1,97.62,99.4,100.0,98.345,0.82,10.21,29.3,168,0.9,1.01,0.88,96.94,0.83,0.89,0.99,0.04,0.97,95.2,6.7,98.47,95.34,0.97,2093.6,8.09,89.22,0.73,0.35,0.0,2.06,94.33,34.98,33.4,T1162
50,51,T1162TS131_1,131s,Kiharalab_Server,95.54,100.0,49,0.35,0.34,86.31,70.02,83.13,1.106,1.417,168,1,98.21,99.4,100.0,98.564,0.79,10.13,29.6,168,0.9,1.04,0.9,96.73,0.85,0.9,0.99,0.05,0.97,95.6,6.7,98.6,95.72,0.97,2108.3,7.94,92.55,0.75,0.35,0.0,3.09,93.81,37.66,35.58,T1162
51,52,T1162TS423_1,423,trComplex,95.54,100.0,49,0.35,0.34,84.97,70.02,82.17,1.092,1.421,168,3,97.62,99.4,100.0,98.562,0.76,10.21,29.2,168,0.9,1.26,0.9,97.02,0.84,0.9,0.99,0.04,0.97,95.5,6.58,98.63,95.72,0.97,2085.9,7.39,93.03,0.75,1.39,0.63,1.03,94.33,30.1,28.62,T1162
52,53,T1162TS120_1,120s,MULTICOM_egnn,95.54,100.0,49,0.35,0.34,86.01,70.13,82.79,1.146,1.436,168,1,97.62,99.4,100.0,98.564,0.8,10.21,29.3,168,0.9,1.01,0.9,97.62,0.84,0.9,0.99,0.05,0.97,95.6,6.7,98.49,95.45,0.97,2092.9,8.34,91.88,0.74,0.35,0.0,2.06,94.33,37.69,36.05,T1162
53,54,T1162TS187_1,187,TRFold,95.54,100.0,49,0.35,0.34,84.97,70.02,82.17,1.092,1.421,168,3,97.62,99.4,100.0,98.562,0.76,10.21,29.2,168,0.9,1.26,0.9,97.02,0.84,0.9,0.99,0.04,0.97,95.5,6.58,98.63,95.72,0.97,2085.9,7.39,93.03,0.75,1.39,0.63,1.03,94.33,30.1,28.62,T1162
54,55,T1162TS119_1,119,Kiharalab,95.54,100.0,49,0.35,0.34,86.31,70.02,83.13,1.106,1.417,168,1,98.21,99.4,100.0,98.564,0.79,10.13,29.6,168,0.9,1.04,0.9,96.73,0.85,0.9,0.99,0.05,0.97,95.6,6.7,98.6,95.72,0.97,2108.3,7.94,92.55,0.75,0.35,0.0,3.09,93.81,37.66,35.58,T1162
55,56,T1162TS089_1,089s,GuijunLab-RocketX,95.24,100.0,56,0.33,0.33,85.41,71.25,82.27,1.175,1.554,168,2,96.43,98.81,99.4,98.36,0.88,10.13,28.9,168,1.0,1.18,0.89,95.54,0.82,0.89,0.99,0.05,0.97,95.6,6.58,98.06,93.53,0.97,2061.3,8.4,87.51,0.72,0.69,0.63,2.06,92.78,26.89,26.51,T1162
56,57,T1162TS003_1,003,MULTICOM_human,95.24,100.0,56,0.33,0.33,85.27,71.19,82.51,1.191,1.57,168,1,96.43,98.81,99.4,98.374,0.89,10.13,28.9,168,1.0,1.06,0.89,95.54,0.83,0.89,0.99,0.05,0.97,95.6,6.58,98.14,93.78,0.97,2064.5,8.39,91.79,0.73,0.35,0.0,2.06,93.3,31.75,29.28,T1162
57,58,T1162TS091_1,091,UNRES,95.24,100.0,56,0.33,0.33,81.84,60.48,76.32,1.126,1.66,168,0,97.62,99.4,100.0,98.381,0.82,10.21,27.7,168,0.9,1.01,0.82,95.83,0.77,0.84,0.99,0.06,0.97,95.2,6.58,97.38,91.48,0.97,1985.3,8.31,86.45,0.63,0.69,0.0,2.58,95.88,14.26,12.86,T1162
58,59,T1162TS064_1,064,SHORTLE,95.24,99.4,56,0.33,0.33,83.04,61.52,78.49,1.225,1.721,167,1,96.43,98.21,98.81,97.875,0.92,10.05,28.8,167,1.0,1.92,0.84,93.9,0.8,0.87,0.98,0.06,0.96,89.46,6.58,98.02,93.73,0.96,2040.9,8.32,17.42,0.65,26.77,0.0,0.0,98.95,3.47,17.89,T1162
59,60,T1162TS398_1,398,ChaePred,95.09,100.0,60,0.32,0.32,83.33,67.51,80.35,1.15,1.583,168,1,98.21,99.4,100.0,98.298,0.84,10.21,28.8,168,0.9,0.63,0.88,96.13,0.82,0.88,0.99,0.05,0.96,95.6,6.58,98.27,94.36,0.97,2058.3,8.09,92.39,0.71,0.35,0.0,0.0,98.45,24.6,22.64,T1162
60,61,T1162TS216_1,216,Seder2022hard,95.09,100.0,60,0.32,0.32,83.33,67.51,80.35,1.15,1.583,168,1,98.21,99.4,100.0,98.298,0.84,10.21,28.8,168,0.9,0.63,0.88,96.13,0.82,0.88,0.99,0.05,0.96,95.6,6.58,98.27,94.36,0.97,2058.3,8.09,32.01,0.71,0.35,0.0,0.0,98.45,0.06,22.64,T1162
61,62,T1162TS455_1,455,Seder2022easy,95.09,100.0,60,0.32,0.32,84.08,67.91,80.74,1.191,1.618,168,1,96.43,98.81,99.4,98.146,0.91,10.13,28.7,168,1.0,1.14,0.88,94.64,0.82,0.89,0.99,0.06,0.97,95.6,6.58,97.97,93.12,0.96,2047.5,8.13,32.47,0.71,0.69,0.0,1.03,93.81,0.07,22.74,T1162
62,63,T1162TS008_1,008,bench,94.94,100.0,63,0.31,0.31,84.67,70.89,81.1,1.164,1.492,168,1,97.62,99.4,100.0,98.264,0.83,10.21,28.9,168,0.9,1.28,0.87,96.35,0.82,0.87,0.99,0.05,0.96,95.6,6.7,98.09,93.58,0.97,2067.1,8.24,94.14,0.7,1.06,0.63,1.03,92.27,32.63,28.0,T1162
63,64,T1162TS450_1,450s,ManiFold-serv,94.94,100.0,63,0.31,0.31,85.27,68.53,81.68,1.153,1.518,168,2,97.62,98.81,99.4,98.264,0.86,10.13,29.0,168,0.9,1.12,0.89,95.54,0.83,0.89,0.99,0.05,0.96,95.6,6.58,98.1,93.58,0.97,2071.3,7.76,92.26,0.73,0.69,1.27,1.03,95.36,28.78,25.21,T1162
64,65,T1162TS298_1,298s,MUFold,94.94,100.0,63,0.31,0.31,85.56,68.4,81.86,1.153,1.518,168,2,98.21,98.81,99.4,98.269,0.87,10.13,29.1,168,0.9,1.19,0.89,95.54,0.83,0.89,0.99,0.05,0.97,95.6,6.7,98.11,93.58,0.97,2077.9,8.04,92.32,0.73,1.04,0.63,1.55,94.33,27.7,25.41,T1162
65,66,T1162TS443_1,443s,BAKER-SERVER,94.79,100.0,66,0.3,0.3,82.89,68.35,80.63,1.242,1.625,168,1,96.43,98.81,99.4,98.146,0.92,10.13,28.5,168,1.0,0.74,0.88,95.54,0.82,0.88,0.99,0.06,0.96,90.0,6.58,98.15,94.0,0.96,2040.1,8.55,90.96,0.71,0.69,0.0,0.0,97.94,26.55,24.78,T1162
66,67,T1162TS269_1,269,AP_1,94.79,100.0,66,0.3,0.3,83.03,69.12,80.76,1.208,1.598,168,1,97.02,98.81,99.4,98.191,0.91,10.13,28.6,168,1.0,0.91,0.88,94.64,0.82,0.88,0.99,0.06,0.96,90.0,6.58,98.21,94.2,0.96,2043.9,8.25,91.62,0.71,0.69,0.0,0.0,96.91,23.01,21.6,T1162
67,68,T1162TS354_1,354,hks1988,94.79,100.0,66,0.3,0.3,83.03,69.12,80.76,1.208,1.598,168,1,97.02,98.81,99.4,98.191,0.91,10.13,28.6,168,1.0,0.91,0.88,94.64,0.82,0.88,0.99,0.06,0.96,90.0,6.58,98.21,94.2,0.96,2043.9,8.25,91.62,0.71,0.69,0.0,0.0,96.91,23.01,21.6,T1162
68,69,T1162TS151_1,151s,IntFOLD7,94.79,100.0,66,0.3,0.3,83.18,70.82,81.13,1.123,1.471,168,1,97.62,99.4,100.0,98.329,0.8,10.21,29.0,168,0.9,2.4,0.89,96.73,0.83,0.89,0.99,0.05,0.97,95.6,6.58,98.23,94.14,0.97,2071.0,8.14,87.34,0.72,20.15,0.63,6.19,88.14,22.98,25.29,T1162
69,70,T1162TS165_1,165,FTBiot0119,94.49,100.0,70,0.29,0.28,82.44,58.49,77.06,1.156,1.705,168,1,98.21,99.4,100.0,98.295,0.85,10.21,28.7,168,0.9,2.14,0.85,96.43,0.78,0.88,0.99,0.05,0.96,90.3,6.58,98.19,94.14,0.97,2050.0,7.85,50.66,0.65,37.82,1.27,1.03,98.45,0.25,19.85,T1162
70,71,T1162TS275_1,275,Bhattacharya,93.9,100.0,71,0.25,0.24,80.21,66.01,77.69,1.259,1.648,168,1,97.02,98.81,99.4,97.601,0.99,10.13,27.9,168,1.1,1.05,0.86,95.54,0.81,0.88,0.99,0.06,0.96,95.6,6.58,97.78,93.0,0.96,2000.6,8.63,91.46,0.69,1.39,0.0,0.0,96.91,16.49,20.57,T1162
71,72,T1162TS234_1,234,Panlab,93.75,100.0,72,0.24,0.23,80.5,51.6,73.94,1.447,2.157,168,3,97.02,99.4,100.0,97.857,0.92,10.13,28.0,168,1.0,2.49,0.82,94.94,0.75,0.85,0.99,0.09,0.96,94.1,6.58,97.59,93.75,0.96,2001.7,8.87,70.68,0.59,2.43,13.29,4.12,87.63,1.48,10.96,T1162
72,73,T1162TS362_1,362,MESHI,93.6,100.0,73,0.23,0.22,77.68,42.18,70.29,1.279,1.96,168,2,96.43,98.81,99.4,97.635,1.0,10.13,28.0,168,1.1,4.16,0.77,95.54,0.69,0.82,0.99,0.08,0.96,92.0,6.58,96.74,90.06,0.96,1939.4,8.31,81.79,0.51,61.63,35.44,8.76,80.93,6.08,4.97,T1162
73,74,T1162TS133_1,133s,ShanghaiTech-TS-SER,92.71,100.0,74,0.17,0.16,80.66,60.92,76.15,1.351,1.707,168,1,96.43,98.81,99.4,97.037,1.07,10.13,27.8,168,1.1,1.5,0.85,96.73,0.8,0.87,0.99,0.06,0.96,95.2,6.58,97.8,93.03,0.95,1991.4,8.54,87.87,0.66,2.43,0.63,0.0,92.27,18.61,17.83,T1162
74,75,T1162TS227_1,227,GinobiFold,92.71,100.0,74,0.17,0.16,80.66,60.92,76.15,1.351,1.707,168,1,96.43,98.81,99.4,97.037,1.07,10.13,27.8,168,1.1,1.5,0.85,96.73,0.8,0.87,0.99,0.06,0.96,95.2,6.58,97.8,93.03,0.95,1991.4,8.54,87.87,0.66,2.43,0.63,0.0,92.27,18.61,17.83,T1162
75,76,T1162TS434_1,434,Coqualia,92.71,100.0,74,0.17,0.16,80.66,60.92,76.15,1.351,1.707,168,1,96.43,98.81,99.4,97.037,1.07,10.13,27.8,168,1.1,1.5,0.85,96.73,0.8,0.87,0.99,0.06,0.96,95.2,6.58,97.8,93.03,0.95,1991.4,8.54,87.87,0.66,2.43,0.63,0.0,92.27,18.61,17.83,T1162
76,77,T1162TS276_1,276,PICNIC,91.52,100.0,77,0.1,0.09,75.89,29.69,63.43,1.372,2.622,168,28,93.45,98.81,99.4,96.65,1.09,10.13,25.8,168,1.2,3.55,0.67,81.25,0.58,0.72,0.98,0.14,0.96,94.8,6.58,95.04,84.33,0.95,1854.0,11.45,80.19,0.32,9.72,30.38,21.65,60.31,1.93,4.45,T1162
77,78,T1162TS212_1,212s,BhageerathH-Pro,90.62,100.0,78,0.04,0.03,76.19,46.18,68.78,1.521,2.221,168,2,94.64,98.81,98.81,96.337,1.08,10.05,27.3,168,1.2,2.65,0.78,94.05,0.73,0.83,0.99,0.08,0.96,86.8,6.58,97.06,91.25,0.94,1956.4,16.86,87.59,0.58,7.62,9.49,2.06,91.75,0.0,6.38,T1162
78,79,T1162TS073_1,073s,DFolding-refine,88.39,100.0,79,-0.1,-0.11,70.24,52.44,65.95,1.537,1.991,168,1,95.83,98.81,99.4,94.544,1.32,10.13,26.1,168,1.4,2.33,0.78,95.54,0.75,0.83,0.98,0.1,0.95,90.5,6.47,95.64,86.48,0.93,1817.3,9.99,80.27,0.6,9.72,2.53,2.06,91.24,6.64,6.51,T1162
79,80,T1162TS447_1,447,DELCLAB,87.2,100.0,80,-0.17,-0.19,67.11,40.84,61.24,1.359,2.025,168,2,96.43,98.81,99.4,94.259,1.31,10.13,25.1,168,1.3,2.31,0.74,96.13,0.7,0.82,0.99,0.1,0.95,82.4,6.47,95.2,85.72,0.94,1810.3,7.06,46.88,0.55,1.73,8.86,4.12,84.54,0.02,2.98,T1162
80,81,T1162TS257_1,257,WL_team,85.71,100.0,81,-0.27,-0.28,66.96,48.88,63.23,1.656,2.253,168,1,94.05,98.21,98.81,93.562,1.4,9.97,24.3,168,1.5,1.49,0.77,91.07,0.74,0.81,0.98,0.1,0.95,90.0,6.47,95.4,86.34,0.92,1759.3,10.54,78.89,0.59,0.69,2.53,0.0,92.78,3.56,3.39,T1162
81,82,T1162TS147_1,147,SHT,84.82,100.0,82,-0.32,-0.34,64.73,50.33,62.87,1.858,2.545,168,1,90.48,98.21,98.81,93.058,1.36,9.97,24.1,167,1.5,1.04,0.74,91.96,0.72,0.8,0.98,0.12,0.94,94.7,6.35,95.23,86.09,0.92,1743.4,9.94,32.57,0.54,1.04,0.0,0.0,96.39,0.0,3.43,T1162
82,83,T1162TS219_1,219s,Pan_Server,75.45,100.0,83,-0.92,-0.93,55.21,28.28,47.84,2.797,3.627,168,0,83.93,92.26,92.26,85.788,1.73,9.01,19.2,166,2.3,2.97,0.59,68.45,0.57,0.65,0.94,0.31,0.92,94.5,6.23,91.41,72.35,0.85,1415.5,22.74,80.54,0.33,4.85,14.56,9.28,71.13,0.26,0.9,T1162
83,84,T1162TS427_1,427s,MESHI_server,74.26,100.0,84,-0.99,-1.01,51.93,26.65,45.48,2.354,3.104,168,1,79.76,92.86,93.45,86.122,1.88,9.33,20.3,167,2.2,4.32,0.62,77.98,0.58,0.7,0.96,0.2,0.92,86.5,6.11,91.18,75.04,0.85,1488.1,11.02,38.29,0.34,66.48,37.34,12.37,71.13,0.79,0.68,T1162
84,85,T1162TS478_1,478,Agemo,70.98,100.0,85,-1.2,-1.21,51.34,33.1,41.03,3.132,3.859,168,0,67.26,86.9,86.9,81.429,1.78,8.13,18.0,160,2.4,2.53,0.62,66.67,0.64,0.65,0.91,0.3,0.89,82.1,5.86,88.69,69.12,0.79,1334.5,14.33,90.03,0.45,7.98,3.8,5.67,85.05,2.33,1.7,T1162
85,86,T1162TS067_1,067,ESM-single-sequence,70.69,100.0,86,-1.22,-1.23,55.06,33.66,39.03,3.59,3.974,168,7,62.5,81.55,82.14,78.457,1.76,7.89,17.6,160,2.9,3.17,0.63,72.32,0.67,0.7,0.89,0.31,0.88,70.3,5.99,87.33,70.64,0.76,1306.7,25.39,39.86,0.51,51.45,5.7,3.09,93.81,13.67,4.34,T1162
86,87,T1162TS315_1,315s,Cerebra,64.29,100.0,87,-1.62,-1.64,42.56,20.15,36.74,3.837,4.398,168,2,69.64,84.52,85.12,64.372,2.08,8.37,14.8,159,2.8,3.07,0.53,62.8,0.53,0.61,0.91,0.31,0.9,81.0,5.73,87.29,64.43,0.78,1120.4,16.41,55.99,0.3,14.2,6.33,10.82,74.23,0.21,0.21,T1162
87,88,T1162TS052_1,052,Gonglab-THU,64.29,100.0,87,-1.62,-1.64,42.56,20.15,36.74,3.837,4.398,168,2,69.64,84.52,85.12,64.372,2.08,8.37,14.8,159,2.8,3.07,0.53,62.8,0.53,0.61,0.91,0.31,0.9,81.0,5.73,87.29,64.43,0.78,1120.4,16.41,55.99,0.3,14.2,6.33,10.82,74.23,0.21,0.21,T1162
88,89,T1162TS370_1,370s,wuqi,61.76,100.0,89,-1.78,-1.8,41.82,26.02,36.2,4.61,5.161,168,1,61.9,83.33,83.33,74.423,1.85,7.57,15.2,148,2.5,1.52,0.53,52.68,0.56,0.57,0.83,0.46,0.85,76.7,5.73,76.78,60.85,0.73,1151.5,26.81,55.42,0.32,5.2,0.63,1.55,96.39,0.32,0.32,T1162
89,90,T1162TS368_1,368s,FALCON2,56.84,100.0,90,-2.09,-2.11,36.31,0.0,23.48,5.017,5.05,168,17,54.76,75.0,75.0,53.409,2.31,6.53,11.9,148,3.0,,0.24,58.48,0.53,,0.84,0.37,0.86,71.7,5.6,82.67,63.04,0.7,926.4,18.58,,0.22,346.58,,29.38,55.67,0.0,0.1,T1162
90,91,T1162TS333_1,333s,FALCON0,56.84,100.0,90,-2.09,-2.11,36.31,0.0,23.48,5.017,5.05,168,17,54.76,75.0,75.0,53.409,2.31,6.53,11.9,148,3.0,,0.24,58.48,0.53,,0.84,0.37,0.86,71.7,5.6,82.67,63.04,0.7,926.4,18.58,,0.22,346.58,,29.38,55.67,0.0,0.1,T1162
91,92,T1162TS123_1,123,RostlabUeFOFold,53.57,100.0,92,-2.3,-2.32,33.93,20.11,27.84,5.633,6.17,168,0,48.21,70.24,72.02,51.487,2.1,5.73,10.6,136,3.0,3.62,0.45,49.11,0.52,0.51,0.82,0.55,0.82,78.3,5.33,79.17,55.49,0.64,839.6,21.75,81.91,0.26,89.49,3.8,11.34,77.84,0.29,0.09,T1162
92,93,T1162TS140_1,140,EMBER3D,48.81,100.0,93,-2.6,-2.62,27.98,16.52,22.58,5.467,6.054,168,1,43.45,71.43,72.62,48.754,2.25,6.37,9.6,136,3.1,1.25,0.44,47.32,0.52,0.49,0.8,0.51,0.82,69.7,5.33,76.46,54.56,0.61,772.6,21.31,91.47,0.23,0.69,0.0,0.52,90.72,0.1,0.05,T1162
93,94,T1162TS006_1,006,Sun_Tsinghua,11.46,100.0,94,-4.95,-4.99,7.14,0.98,3.51,20.636,20.984,168,3,0.0,7.14,26.19,15.76,2.48,-1.15,0.0,0,,4.49,0.11,8.63,0.32,0.15,0.16,2.48,0.51,35.8,3.29,25.5,25.98,0.16,,298.4,,0.04,279.75,17.09,2.58,85.57,0.0,0.0,T1162
94,95,T1162TS280_1,280s,ACOMPMOD,11.16,100.0,95,-4.97,-5.01,6.99,2.47,3.65,27.097,27.169,168,0,0.6,2.38,29.76,18.901,2.72,0.85,0.0,0,,3.31,0.17,6.55,0.35,0.15,0.06,2.29,0.5,23.8,1.64,27.37,26.63,0.16,,798.98,68.61,0.05,107.34,3.16,2.06,93.3,0.0,0.0,T1162
0,1,T1113TS074_1,074,DFolding,94.01,100.0,1,0.76,0.85,82.03,66.99,76.47,1.727,1.846,167,0,95.81,96.41,96.41,95.365,0.94,9.86,21.8,167,1.7,0.62,0.92,99.1,0.85,0.9,1.0,0.02,0.98,94.1,6.58,98.85,97.74,0.95,1576.4,0.43,96.17,0.74,0.33,0.57,0.0,100.0,24.03,21.04,T1113
1,2,T1113TS035_1,035s,Manifold-E,93.71,100.0,2,0.75,0.84,81.89,64.9,74.24,1.063,1.291,167,0,99.4,100.0,100.0,97.395,1.06,10.18,22.7,167,1.1,1.49,0.93,100.0,0.86,0.91,1.0,0.02,0.98,93.6,6.58,98.75,97.72,0.96,1591.4,0.41,95.81,0.77,9.23,0.57,0.0,98.43,25.41,22.19,T1113
2,3,T1113TS229_1,229s,Yang-Server,93.41,100.0,3,0.74,0.82,82.48,63.52,71.49,1.163,1.375,167,0,98.2,99.4,99.4,97.061,1.16,10.18,22.0,167,1.2,0.72,0.92,99.66,0.86,0.9,1.0,0.01,0.98,93.5,6.58,98.61,97.78,0.95,1589.4,0.4,95.0,0.75,0.66,0.0,0.0,98.43,23.88,21.14,T1113
3,4,T1113TS239_1,239s,Yang-Multimer,93.26,100.0,4,0.73,0.82,81.89,63.23,71.59,1.176,1.39,167,0,98.2,99.4,99.4,97.056,1.18,10.18,21.9,167,1.2,0.74,0.92,99.66,0.85,0.9,1.0,0.01,0.98,93.9,6.58,98.58,97.77,0.95,1584.9,0.4,94.86,0.75,0.66,0.0,0.0,97.91,21.83,19.97,T1113
4,5,T1113TS288_1,288s,DFolding-server,93.26,100.0,4,0.73,0.82,81.58,62.98,70.57,1.21,1.44,167,0,98.2,99.4,99.4,96.754,1.21,10.18,22.0,167,1.2,0.98,0.94,100.0,0.86,0.91,1.0,0.01,0.98,94.5,6.58,98.51,97.83,0.95,1588.9,0.4,96.33,0.75,1.65,1.15,0.0,97.91,23.49,20.49,T1113
5,6,T1113TS374_1,374,Zheng,92.96,100.0,6,0.72,0.8,81.29,62.04,69.71,1.235,1.45,167,0,98.2,99.4,99.4,96.775,1.23,10.18,22.7,167,1.2,0.62,0.93,100.0,0.86,0.9,1.0,0.01,0.98,93.5,6.58,98.56,97.7,0.95,1585.2,0.4,96.25,0.76,0.33,0.0,0.0,98.43,20.52,18.58,T1113
6,7,T1113TS162_1,162s,UM-TBM,92.96,100.0,6,0.72,0.8,81.29,62.04,69.71,1.235,1.45,167,0,98.2,99.4,99.4,96.775,1.23,10.18,22.7,167,1.2,0.62,0.93,100.0,0.86,0.9,1.0,0.01,0.98,93.5,6.58,98.56,97.7,0.95,1585.2,0.4,96.25,0.76,0.33,0.0,0.0,98.43,20.52,18.58,T1113
7,8,T1113TS278_1,278,PEZYFoldings,92.96,100.0,6,0.72,0.8,80.99,61.76,69.76,1.214,1.452,167,0,98.8,100.0,100.0,96.738,1.21,10.18,22.0,167,1.2,0.72,0.93,100.0,0.85,0.91,1.0,0.01,0.98,94.5,6.58,98.5,97.81,0.95,1589.3,0.4,96.16,0.75,0.66,0.57,0.0,98.43,20.92,19.04,T1113
8,9,T1113TS158_1,158s,MULTICOM_deep,92.81,100.0,9,0.71,0.8,80.09,62.17,69.8,1.283,1.631,167,0,97.6,98.8,98.8,96.581,1.28,10.02,22.5,167,1.3,1.05,0.92,99.1,0.85,0.9,1.0,0.01,0.98,96.2,6.58,98.45,97.54,0.94,1577.3,0.44,95.52,0.75,1.32,0.0,0.0,96.86,19.95,17.66,T1113
9,10,T1113TS086_1,086s,MULTICOM_qa,92.81,100.0,9,0.71,0.8,80.09,62.17,69.8,1.283,1.631,167,0,97.6,98.8,98.8,96.581,1.28,10.02,22.5,167,1.3,1.05,0.92,99.1,0.85,0.9,1.0,0.01,0.98,96.2,6.58,98.45,97.54,0.94,1577.3,0.44,95.52,0.75,1.32,0.0,0.0,96.86,19.95,17.66,T1113
10,11,T1113TS353_1,353s,hFold,92.22,100.0,11,0.69,0.77,78.59,64.36,74.86,1.752,1.863,167,0,94.01,95.81,95.81,94.432,1.07,9.78,21.1,167,1.7,0.52,0.91,98.2,0.83,0.89,1.0,0.05,0.97,93.5,6.58,97.52,95.8,0.94,1532.1,0.63,95.2,0.73,0.0,0.57,0.0,97.91,25.04,17.89,T1113
11,12,T1113TS097_1,097,Graphen_Medical,92.07,100.0,12,0.68,0.76,79.34,60.41,69.96,1.51,1.869,167,0,94.61,97.01,97.01,94.918,1.2,9.78,22.6,167,1.5,1.18,0.91,97.9,0.83,0.89,1.0,0.02,0.97,93.9,6.58,98.37,96.54,0.94,1562.2,0.72,95.12,0.71,2.31,1.15,0.0,97.38,23.0,17.63,T1113
12,13,T1113TS434_1,434,Coqualia,91.92,100.0,13,0.67,0.76,78.74,61.14,70.71,2.001,2.084,167,0,94.01,95.21,95.21,93.991,1.25,9.7,23.4,167,2.0,0.79,0.92,99.1,0.84,0.9,1.0,0.02,0.97,93.9,6.58,98.61,97.6,0.93,1562.7,0.43,94.99,0.73,0.99,0.0,0.0,98.95,19.96,17.17,T1113
13,14,T1113TS350_1,350,ClusPro,91.92,100.0,13,0.67,0.76,79.49,57.94,67.19,1.375,1.61,167,0,96.41,97.01,97.01,96.176,1.38,9.86,22.0,167,1.4,1.08,0.92,100.0,0.84,0.91,1.0,0.01,0.98,92.3,6.58,98.53,97.7,0.94,1585.6,0.42,,0.73,1.98,0.0,0.0,97.38,0.0,15.32,T1113
